id,n24,rev24,revlast,elpsdm,ordfreq,ordcat
6855,2,30,20,12,1,6
6856,27,155,5,12,4,4
6857,15,84,3,12,4,4
6858,7,61,11,12,3,5
6859,3,79,27,12,1,7
6860,18,133,8,12,4,4
6861,26,365,15,12,2,7
6862,25,156,5,12,3,4
6863,23,287,10,12,1,5
6864,4,45,5,12,2,6
6865,21,127,5,12,4,4
6866,5,95,25,12,1,7
6867,2,21,6,12,2,6
6868,34,133,5,12,4,4
6869,3,21,11,12,3,5
6870,4,23,5,12,3,5
6871,4,41,15,12,2,6
6872,6,74,13,12,4,6
6873,10,83,10,12,4,5
6874,8,63,15,12,4,6
6875,10,83,10,12,3,5
6876,13,146,10,12,3,6
6877,3,28,20,12,1,6
6878,10,93,10,12,2,6
6879,11,153,17,12,2,6
6880,3,30,10,12,3,5
6881,2,50,25,12,1,7
6882,1,25,25,12,1,7
6883,8,87,10,12,4,6
6884,1,20,20,12,1,6
6885,5,30,8,12,4,4
6886,16,76,5,11,4,4
6887,2,40,20,11,1,6
6888,9,80,10,11,2,5
6889,5,65,15,11,1,6
6890,10,186,5,10,4,6
6891,14,93,7,10,2,5
6892,15,119,10,10,4,5
6893,14,152,15,10,3,5
6894,27,222,10,10,1,5
6895,24,212,10,10,1,5
6896,9,185,20,10,4,7
6897,17,118,10,10,1,6
6898,11,134,15,10,3,6
6899,35,720,19,10,1,6
6900,4,75,25,10,2,6
6901,12,97,10,10,4,5
6902,36,235,3,9,2,5
6903,16,204,10,9,3,7
6904,4,109,0,9,1,7
6905,4,35,8,9,1,6
6906,14,121,0,9,1,5
6907,7,31,5,9,4,4
6908,11,184,15,8,2,6
6909,3,45,10,7,1,7
6910,5,344,50,7,1,7
6911,2,30,10,7,1,6
6912,16,209,15,7,2,7
6913,22,150,8,6,3,5
6914,13,92,3,6,1,6
6915,3,23,3,6,1,6
6916,21,83,3,6,4,5
6917,10,130,15,6,1,6
6918,30,178,9,6,4,4
6919,31,556,20,6,3,7
6920,16,197,30,5,2,6
6921,12,94,11,5,2,5
6922,7,60,0,5,4,5
6923,10,153,20,5,4,6
6924,16,81,5,5,3,4
6925,6,74,0,5,1,6
6926,28,154,5,5,4,4
6927,31,234,9,5,2,5
6928,24,156,6,5,4,4
6929,22,278,28,5,4,6
6930,33,373,20,5,3,6
6931,11,99,10,5,1,6
6932,8,105,0,5,1,6
6933,5,52,0,5,1,6
6934,27,297,15,4,1,6
6935,14,174,14,4,2,6
6936,8,104,17,4,1,6
6937,15,194,15,4,2,6
6938,7,68,15,4,3,5
6939,3,51,16,4,1,7
6940,21,209,14,4,2,5
6941,22,193,12,4,1,5
6942,19,245,25,3,1,6
6943,32,287,5,3,3,5
6944,4,75,25,3,1,6
6945,6,155,50,3,2,7
6946,29,270,15,3,4,5
6947,26,268,10,3,1,5
6948,13,65,3,3,4,4
6949,30,156,20,3,4,5
6950,8,74,15,3,2,6
6951,23,189,10,3,3,5
6952,12,215,25,3,2,6
6953,8,78,10,3,2,6
6954,31,274,10,3,1,5
6955,14,179,25,3,1,5
6956,14,217,20,3,2,7
6957,10,525,100,3,1,7
6958,11,112,11,3,3,6
6959,43,383,13,3,3,5
6960,21,198,10,3,2,5
6961,31,258,5,3,1,5
6962,9,99,13,3,1,6
6963,5,75,25,3,1,7
6964,16,186,14,2,2,6
6965,26,348,20,2,1,5
6966,10,75,20,2,3,5
6967,6,72,19,2,1,6
6968,22,70,3,2,4,4
6969,34,190.5,7,2,3,4
6970,23,216,20,2,4,4
6971,17,144,10,2,4,5
6972,36,269,10,2,3,5
6973,5,92,26,2,2,6
6974,30,83,1,2,4,4
6975,2,30,0,2,1,6
6976,30,274,10,2,1,5
6977,22,171,10,2,2,5
6978,15,140,14,2,4,6
6979,9,92,10,2,4,5
6980,4,45,10,2,2,6
6981,46,632,15,1,1,7
6982,27,206,10,1,3,5
6983,8,97,15,1,1,6
6984,5,620,100,1,1,7
6985,15,146,0,1,3,5
6986,2,25,0,1,1,6
6987,8,145,0,1,1,6
6988,30,191,10,1,3,4
6989,19,431,25,1,3,7
6990,26,225,15,1,2,6
6991,9,112,25,1,1,6
6992,8,141,0,1,2,6
6993,6,49,0,1,2,6
6994,19,199,0,1,1,6
6995,40,402,13,1,1,5
6996,9,165,0,1,1,7
6997,11,149,15,1,3,6
6998,18,161,13,1,2,5
6999,26,427,25,1,4,7
7000,9,125,0,1,1,6
